PATHWAY	NAME
R-MMU-5673001	RAF/MAP kinase cascade
R-MMU-8853659	RET signaling
R-MMU-195258	RHO GTPase Effectors
R-MMU-5663220	RHO GTPases Activate Formins
R-MMU-5668599	RHO GTPases Activate NADPH Oxidases
R-MMU-5627117	RHO GTPases Activate ROCKs
R-MMU-5666185	RHO GTPases Activate Rhotekin and Rhophilins
R-MMU-5663213	RHO GTPases Activate WASPs and WAVEs
R-MMU-5625900	RHO GTPases activate CIT
R-MMU-5626467	RHO GTPases activate IQGAPs
R-MMU-5625970	RHO GTPases activate KTN1
R-MMU-5627123	RHO GTPases activate PAKs
R-MMU-5625740	RHO GTPases activate PKNs
R-MMU-5627083	RHO GTPases regulate CFTR trafficking
R-MMU-1810476	RIP-mediated NFkB activation via ZBP1
R-MMU-5213460	RIPK1-mediated regulated necrosis
R-MMU-3214858	RMTs methylate histone arginines
R-MMU-77075	RNA Pol II CTD phosphorylation and interaction with CE
R-MMU-73854	RNA Polymerase I Promoter Clearance
R-MMU-73772	RNA Polymerase I Promoter Escape
R-MMU-73728	RNA Polymerase I Promoter Opening
R-MMU-73864	RNA Polymerase I Transcription
R-MMU-73762	RNA Polymerase I Transcription Initiation
R-MMU-73863	RNA Polymerase I Transcription Termination
R-MMU-674695	RNA Polymerase II Pre-transcription Events
R-MMU-73776	RNA Polymerase II Promoter Escape
R-MMU-73857	RNA Polymerase II Transcription
R-MMU-75955	RNA Polymerase II Transcription Elongation
R-MMU-75953	RNA Polymerase II Transcription Initiation
R-MMU-76042	RNA Polymerase II Transcription Initiation And Promoter Clearance
R-MMU-73779	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening
R-MMU-73856	RNA Polymerase II Transcription Termination
R-MMU-74158	RNA Polymerase III Transcription
R-MMU-76046	RNA Polymerase III Transcription Initiation
R-MMU-76061	RNA Polymerase III Transcription Initiation From Type 1 Promoter
R-MMU-76066	RNA Polymerase III Transcription Initiation From Type 2 Promoter
R-MMU-76071	RNA Polymerase III Transcription Initiation From Type 3 Promoter
R-MMU-6807505	RNA polymerase II transcribes snRNA genes
R-MMU-1222556	ROS and RNS production in phagocytes
R-MMU-444257	RSK activation
R-MMU-8877330	RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)
R-MMU-8939243	RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known
R-MMU-8931987	RUNX1 regulates estrogen receptor mediated transcription
R-MMU-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function
R-MMU-8939245	RUNX1 regulates transcription of genes involved in BCR signaling
R-MMU-8939236	RUNX1 regulates transcription of genes involved in differentiation of HSCs
R-MMU-8939242	RUNX1 regulates transcription of genes involved in differentiation of keratinocytes
R-MMU-8939246	RUNX1 regulates transcription of genes involved in differentiation of myeloid cells
R-MMU-8939247	RUNX1 regulates transcription of genes involved in interleukin signaling
R-MMU-8941326	RUNX2 regulates bone development
R-MMU-8940973	RUNX2 regulates osteoblast differentiation
R-MMU-8941855	RUNX3 regulates CDKN1A transcription
R-MMU-8941856	RUNX3 regulates NOTCH signaling
R-MMU-8951430	RUNX3 regulates WNT signaling
R-MMU-8951671	RUNX3 regulates YAP1-mediated transcription
R-MMU-8951936	RUNX3 regulates p14-ARF
R-MMU-9007101	Rab regulation of trafficking
R-MMU-392517	Rap1 signalling
R-MMU-975578	Reactions specific to the complex N-glycan synthesis pathway
R-MMU-975574	Reactions specific to the hybrid N-glycan synthesis pathway
R-MMU-8934903	Receptor Mediated Mitophagy
R-MMU-388844	Receptor-type tyrosine-protein phosphatases
R-MMU-110330	Recognition and association of DNA glycosylase with site containing an affected purine
R-MMU-110328	Recognition and association of DNA glycosylase with site containing an affected pyrimidine
R-MMU-110314	Recognition of DNA damage by PCNA-containing replication complex
R-MMU-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
R-MMU-380320	Recruitment of NuMA to mitotic centrosomes
R-MMU-380270	Recruitment of mitotic centrosome proteins and complexes
R-MMU-159418	Recycling of bile acids and salts
R-MMU-72731	Recycling of eIF2:GDP
R-MMU-437239	Recycling pathway of L1
R-MMU-418359	Reduction of cytosolic Ca++ levels
R-MMU-8866376	Reelin signalling pathway
R-MMU-5218859	Regulated Necrosis
R-MMU-193692	Regulated proteolysis of p75NTR
R-MMU-3371378	Regulation by c-FLIP
R-MMU-176408	Regulation of APC/C activators between G1/S and early anaphase
R-MMU-169911	Regulation of Apoptosis
R-MMU-977606	Regulation of Complement cascade
R-MMU-9617629	Regulation of FOXO transcriptional activity by acetylation
R-MMU-4641263	Regulation of FZD by ubiquitination
R-MMU-170822	Regulation of Glucokinase by Glucokinase Regulatory Protein
R-MMU-3371453	Regulation of HSF1-mediated heat shock response
R-MMU-912694	Regulation of IFNA signaling
R-MMU-877312	Regulation of IFNG signaling
R-MMU-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
R-MMU-1433559	Regulation of KIT signaling
R-MMU-9022692	Regulation of MECP2 expression and activity
R-MMU-2565942	Regulation of PLK1 Activity at G2/M Transition
R-MMU-8943724	Regulation of PTEN gene transcription
R-MMU-8948747	Regulation of PTEN localization
R-MMU-8948751	Regulation of PTEN stability and activity
R-MMU-5658442	Regulation of RAS by GAPs
R-MMU-8934593	Regulation of RUNX1 Expression and Activity
R-MMU-8939902	Regulation of RUNX2 expression and activity
R-MMU-8941858	Regulation of RUNX3 expression and activity
R-MMU-5686938	Regulation of TLR by endogenous ligand
R-MMU-5357905	Regulation of TNFR1 signaling
R-MMU-5633007	Regulation of TP53 Activity
R-MMU-6804758	Regulation of TP53 Activity through Acetylation
R-MMU-6804759	Regulation of TP53 Activity through Association with Co-factors
R-MMU-6804760	Regulation of TP53 Activity through Methylation
R-MMU-6804756	Regulation of TP53 Activity through Phosphorylation
R-MMU-6804757	Regulation of TP53 Degradation
R-MMU-6804754	Regulation of TP53 Expression
R-MMU-6806003	Regulation of TP53 Expression and Degradation
R-MMU-2029482	Regulation of actin dynamics for phagocytic cup formation
R-MMU-186712	Regulation of beta-cell development
R-MMU-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)
R-MMU-446388	Regulation of cytoskeletal remodeling and cell spreading by IPP complex components
R-MMU-9010553	Regulation of expression of SLITs and ROBOs
R-MMU-191650	Regulation of gap junction activity
R-MMU-1234158	Regulation of gene expression by Hypoxia-inducible Factor
R-MMU-210745	Regulation of gene expression in beta cells
R-MMU-9634600	Regulation of glycolysis by fructose 2,6-bisphosphate metabolism
R-MMU-3134975	Regulation of innate immune responses to cytosolic DNA
R-MMU-422356	Regulation of insulin secretion
R-MMU-400206	Regulation of lipid metabolism by PPARalpha
R-MMU-9614399	Regulation of localization of FOXO transcription factors
R-MMU-450531	Regulation of mRNA stability by proteins that bind AU-rich elements
R-MMU-453276	Regulation of mitotic cell cycle
R-MMU-5675482	Regulation of necroptotic cell death
R-MMU-350562	Regulation of ornithine decarboxylase (ODC)
R-MMU-204174	Regulation of pyruvate dehydrogenase (PDH) complex
R-MMU-912631	Regulation of signaling by CBL
R-MMU-9627069	Regulation of the apoptosome activity
R-MMU-350864	Regulation of thyroid hormone activity
R-MMU-444821	Relaxin receptors
R-MMU-5362798	Release of Hh-Np from the secreting cell
R-MMU-111457	Release of apoptotic factors from the mitochondria
R-MMU-159782	Removal of aminoterminal propeptides from gamma-carboxylated proteins
R-MMU-69166	Removal of the Flap Intermediate
R-MMU-174437	Removal of the Flap Intermediate from the C-strand
R-MMU-4641265	Repression of WNT target genes
R-MMU-1474165	Reproduction
R-MMU-110373	Resolution of AP sites via the multiple-nucleotide patch replacement pathway
R-MMU-110381	Resolution of AP sites via the single-nucleotide replacement pathway
R-MMU-73933	Resolution of Abasic Sites (AP sites)
R-MMU-5693537	Resolution of D-Loop Structures
R-MMU-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates
R-MMU-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)
R-MMU-2500257	Resolution of Sister Chromatid Cohesion
R-MMU-611105	Respiratory electron transport
R-MMU-163200	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.
R-MMU-76005	Response to elevated platelet cytosolic Ca2+
R-MMU-5660526	Response to metal ions
R-MMU-975634	Retinoid metabolism and transport
R-MMU-177504	Retrograde neurotrophin signalling
R-MMU-6811440	Retrograde transport at the Trans-Golgi-Network
R-MMU-888593	Reuptake of GABA
R-MMU-73943	Reversal of alkylation damage by DNA dioxygenases
R-MMU-1475029	Reversible hydration of carbon dioxide
R-MMU-444411	Rhesus glycoproteins mediate ammonium transport.
R-MMU-194840	Rho GTPase cycle
R-MMU-72702	Ribosomal scanning and start codon recognition
R-MMU-428890	Role of ABL in ROBO-SLIT signaling
R-MMU-2730905	Role of LAT2/NTAL/LAB on calcium mobilization
R-MMU-2029485	Role of phospholipids in phagocytosis
R-MMU-69242	S Phase
R-MMU-187577	SCF(Skp2)-mediated degradation of p27/p21
R-MMU-373756	SDK interactions
R-MMU-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion
R-MMU-5654688	SHC-mediated cascade:FGFR1
R-MMU-5654699	SHC-mediated cascade:FGFR2
R-MMU-5654704	SHC-mediated cascade:FGFR3
R-MMU-5654719	SHC-mediated cascade:FGFR4
R-MMU-2428933	SHC-related events triggered by IGF1R
R-MMU-180336	SHC1 events in EGFR signaling
R-MMU-1250196	SHC1 events in ERBB2 signaling
R-MMU-1250347	SHC1 events in ERBB4 signaling
R-MMU-427359	SIRT1 negatively regulates rRNA expression
R-MMU-77588	SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs
R-MMU-111367	SLBP independent Processing of Histone Pre-mRNAs
R-MMU-425407	SLC-mediated transmembrane transport
R-MMU-8985586	SLIT2:ROBO1 increases RHOA activity
R-MMU-111463	SMAC (DIABLO) binds to IAPs 
R-MMU-111464	SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes 
R-MMU-111469	SMAC, XIAP-regulated apoptotic response
R-MMU-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
R-MMU-112412	SOS-mediated signalling
R-MMU-1799339	SRP-dependent cotranslational protein targeting to membrane
R-MMU-3249367	STAT6-mediated induction of chemokines
R-MMU-1834941	STING mediated induction of host immune responses
R-MMU-3108232	SUMO E3 ligases SUMOylate target proteins
R-MMU-3065676	SUMO is conjugated to E1 (UBA2:SAE1)
R-MMU-3065679	SUMO is proteolytically processed
R-MMU-3065678	SUMO is transferred from E1 to E2 (UBE2I, UBC9)
R-MMU-2990846	SUMOylation
R-MMU-3108214	SUMOylation of DNA damage response and repair proteins
R-MMU-4655427	SUMOylation of DNA methylation proteins
R-MMU-4615885	SUMOylation of DNA replication proteins
R-MMU-4570464	SUMOylation of RNA binding proteins
R-MMU-4085377	SUMOylation of SUMOylation proteins
R-MMU-4551638	SUMOylation of chromatin organization proteins
R-MMU-4755510	SUMOylation of immune response proteins
R-MMU-4090294	SUMOylation of intracellular receptors
R-MMU-3899300	SUMOylation of transcription cofactors
R-MMU-3232118	SUMOylation of transcription factors
R-MMU-3232142	SUMOylation of ubiquitinylation proteins
R-MMU-3000480	Scavenging by Class A Receptors
R-MMU-3000471	Scavenging by Class B Receptors
R-MMU-3000497	Scavenging by Class H Receptors
R-MMU-2168880	Scavenging of heme from plasma
R-MMU-9663891	Selective autophagy
R-MMU-2408522	Selenoamino acid metabolism
R-MMU-2408557	Selenocysteine synthesis
R-MMU-399954	Sema3A PAK dependent Axon repulsion
R-MMU-400685	Sema4D in semaphorin signaling
R-MMU-416572	Sema4D induced cell migration and growth-cone collapse
R-MMU-416550	Sema4D mediated inhibition of cell attachment and migration
R-MMU-373755	Semaphorin interactions
R-MMU-2559582	Senescence-Associated Secretory Phenotype (SASP)
R-MMU-5693548	Sensing of DNA Double Strand Breaks
R-MMU-2467813	Separation of Sister Chromatids
R-MMU-977347	Serine biosynthesis
R-MMU-181429	Serotonin Neurotransmitter Release Cycle
R-MMU-209931	Serotonin and melatonin biosynthesis
R-MMU-380615	Serotonin clearance from the synaptic cleft
R-MMU-390666	Serotonin receptors
R-MMU-4085001	Sialic acid metabolism
R-MMU-162582	Signal Transduction
R-MMU-392518	Signal amplification
R-MMU-74749	Signal attenuation
R-MMU-391160	Signal regulatory protein family interactions
R-MMU-445144	Signal transduction by L1
R-MMU-1502540	Signaling by Activin
R-MMU-201451	Signaling by BMP
R-MMU-177929	Signaling by EGFR
R-MMU-1227986	Signaling by ERBB2
R-MMU-1236394	Signaling by ERBB4
R-MMU-9006335	Signaling by Erythropoietin
R-MMU-190236	Signaling by FGFR
R-MMU-5654736	Signaling by FGFR1
R-MMU-5654738	Signaling by FGFR2
R-MMU-5654741	Signaling by FGFR3
R-MMU-5654743	Signaling by FGFR4
R-MMU-372790	Signaling by GPCR
R-MMU-5358351	Signaling by Hedgehog
R-MMU-2028269	Signaling by Hippo
R-MMU-74752	Signaling by Insulin receptor
R-MMU-449147	Signaling by Interleukins
R-MMU-2586552	Signaling by Leptin
R-MMU-6806834	Signaling by MET
R-MMU-8852405	Signaling by MST1
R-MMU-1181150	Signaling by NODAL
R-MMU-157118	Signaling by NOTCH
R-MMU-1980143	Signaling by NOTCH1
R-MMU-9012852	Signaling by NOTCH3
R-MMU-9013694	Signaling by NOTCH4
R-MMU-187037	Signaling by NTRK1 (TRKA)
R-MMU-9006115	Signaling by NTRK2 (TRKB)
R-MMU-9034015	Signaling by NTRK3 (TRKC)
R-MMU-166520	Signaling by NTRKs
R-MMU-9006927	Signaling by Non-Receptor Tyrosine Kinases
R-MMU-9006931	Signaling by Nuclear Receptors
R-MMU-186797	Signaling by PDGF
R-MMU-8848021	Signaling by PTK6
R-MMU-376176	Signaling by ROBO receptors
R-MMU-9006934	Signaling by Receptor Tyrosine Kinases
R-MMU-5362517	Signaling by Retinoic Acid
R-MMU-194315	Signaling by Rho GTPases
R-MMU-1433557	Signaling by SCF-KIT
R-MMU-170834	Signaling by TGF-beta Receptor Complex
R-MMU-9006936	Signaling by TGF-beta family members
R-MMU-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
R-MMU-194138	Signaling by VEGF
R-MMU-195721	Signaling by WNT
R-MMU-983705	Signaling by the B Cell Receptor (BCR)
R-MMU-198765	Signalling to ERK5
R-MMU-187687	Signalling to ERKs
R-MMU-167044	Signalling to RAS
R-MMU-426486	Small interfering RNA (siRNA) biogenesis
R-MMU-445355	Smooth Muscle Contraction
R-MMU-427652	Sodium-coupled phosphate cotransporters
R-MMU-433137	Sodium-coupled sulphate, di- and tri-carboxylate transporters
R-MMU-425561	Sodium/Calcium exchangers
R-MMU-425986	Sodium/Proton exchangers
R-MMU-1300642	Sperm Motility And Taxes
R-MMU-1660661	Sphingolipid de novo biosynthesis
R-MMU-428157	Sphingolipid metabolism
R-MMU-1295596	Spry regulation of FGF signaling
R-MMU-69541	Stabilization of p53
R-MMU-211994	Sterols are 12-hydroxylated by CYP8B1
R-MMU-2672351	Stimuli-sensing channels
R-MMU-390522	Striated Muscle Contraction
R-MMU-1614517	Sulfide oxidation to sulfate
R-MMU-1614635	Sulfur amino acid metabolism
R-MMU-5683826	Surfactant metabolism
R-MMU-69052	Switching of origins to a post-replicative state
R-MMU-8849932	Synaptic adhesion-like molecules
R-MMU-3000170	Syndecan interactions
R-MMU-2142816	Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)
R-MMU-2142712	Synthesis of 12-eicosatetraenoic acid derivatives
R-MMU-2142770	Synthesis of 15-eicosatetraenoic acid derivatives
R-MMU-2142688	Synthesis of 5-eicosatetraenoic acids
R-MMU-1483076	Synthesis of CL
R-MMU-69239	Synthesis of DNA
R-MMU-446199	Synthesis of Dolichyl-phosphate
R-MMU-446205	Synthesis of GDP-mannose
R-MMU-2142696	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)
R-MMU-1855183	Synthesis of IP2, IP, and Ins in the cytosol
R-MMU-1855204	Synthesis of IP3 and IP4 in the cytosol
R-MMU-1855231	Synthesis of IPs in the ER lumen
R-MMU-1855191	Synthesis of IPs in the nucleus
R-MMU-77111	Synthesis of Ketone Bodies
R-MMU-2142691	Synthesis of Leukotrienes (LT) and Eoxins (EX)
R-MMU-2142700	Synthesis of Lipoxins (LX)
R-MMU-1483166	Synthesis of PA
R-MMU-1483191	Synthesis of PC
R-MMU-1483213	Synthesis of PE
R-MMU-1483148	Synthesis of PG
R-MMU-1483226	Synthesis of PI
R-MMU-1483248	Synthesis of PIPs at the ER membrane
R-MMU-1660514	Synthesis of PIPs at the Golgi membrane
R-MMU-1660516	Synthesis of PIPs at the early endosome membrane
R-MMU-1660517	Synthesis of PIPs at the late endosome membrane
R-MMU-1660499	Synthesis of PIPs at the plasma membrane
R-MMU-8847453	Synthesis of PIPs in the nucleus
R-MMU-1483101	Synthesis of PS
R-MMU-2162123	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
R-MMU-446210	Synthesis of UDP-N-acetyl-glucosamine
R-MMU-8866652	Synthesis of active ubiquitin: roles of E1 and E2 enzymes
R-MMU-192105	Synthesis of bile acids and bile salts
R-MMU-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol
R-MMU-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol
R-MMU-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
R-MMU-5358493	Synthesis of diphthamide-EEF2
R-MMU-162699	Synthesis of dolichyl-phosphate mannose
R-MMU-480985	Synthesis of dolichyl-phosphate-glucose
R-MMU-2142670	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)
R-MMU-162710	Synthesis of glycosylphosphatidylinositol (GPI)
R-MMU-1855167	Synthesis of pyrophosphates in the cytosol
R-MMU-446219	Synthesis of substrates in N-glycan biosythesis
R-MMU-75876	Synthesis of very long-chain fatty acyl-CoAs
R-MMU-422085	Synthesis, secretion, and deacylation of Ghrelin
R-MMU-381771	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)
R-MMU-400511	Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)
R-MMU-445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex
R-MMU-8854214	TBC/RABGAPs
R-MMU-201681	TCF dependent signaling in response to WNT
R-MMU-202403	TCR signaling
R-MMU-5221030	TET1,2,3 and TDG demethylate DNA
R-MMU-8866911	TFAP2 (AP-2) family regulates transcription of cell cycle factors
R-MMU-8866910	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors
R-MMU-8869496	TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation
R-MMU-2173789	TGF-beta receptor signaling activates SMADs
R-MMU-2173791	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)
R-MMU-9013973	TICAM1-dependent activation of IRF3/IRF7
R-MMU-5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway
R-MMU-75893	TNF signaling
R-MMU-5357956	TNFR1-induced NFkappaB signaling pathway
R-MMU-5357786	TNFR1-induced proapoptotic signaling
R-MMU-5626978	TNFR1-mediated ceramide production
R-MMU-5668541	TNFR2 non-canonical NF-kB pathway
R-MMU-5669034	TNFs bind their physiological receptors
R-MMU-5628897	TP53 Regulates Metabolic Genes
R-MMU-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases
R-MMU-6791312	TP53 Regulates Transcription of Cell Cycle Genes
R-MMU-5633008	TP53 Regulates Transcription of Cell Death Genes
R-MMU-6796648	TP53 Regulates Transcription of DNA Repair Genes
R-MMU-6803211	TP53 Regulates Transcription of Death Receptors and Ligands
R-MMU-6803204	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release
R-MMU-6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest
R-MMU-6804114	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest
R-MMU-6804115	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain
R-MMU-6803205	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain
R-MMU-918233	TRAF3-dependent IRF activation pathway
R-MMU-933541	TRAF6 mediated IRF7 activation
R-MMU-975110	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling
R-MMU-933542	TRAF6 mediated NF-kB activation
R-MMU-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation
R-MMU-937072	TRAF6-mediated induction of TAK1 complex within TLR4 complex
R-MMU-75158	TRAIL  signaling
R-MMU-937061	TRIF(TICAM1)-mediated TLR4 signaling 
R-MMU-2562578	TRIF-mediated programmed cell death
R-MMU-187042	TRKA activation by NGF
R-MMU-3295583	TRP channels
R-MMU-1299503	TWIK related potassium channel (TREK)
R-MMU-1299361	TWIK-related alkaline pH activated K+ channel (TALK)
R-MMU-1299344	TWIK-related spinal cord K+ channel (TRESK)
R-MMU-1299316	TWIK-releated acid-sensitive K+ channel (TASK)
R-MMU-9033500	TYSND1 cleaves peroxisomal proteins
R-MMU-380095	Tachykinin receptors bind tachykinins
R-MMU-1299308	Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)
R-MMU-1299287	Tandem pore domain halothane-inhibited K+ channel (THIK)
R-MMU-1296346	Tandem pore domain potassium channels
R-MMU-174417	Telomere C-strand (Lagging Strand) Synthesis
R-MMU-174430	Telomere C-strand synthesis initiation
R-MMU-171319	Telomere Extension By Telomerase
R-MMU-157579	Telomere Maintenance
R-MMU-166665	Terminal pathway of complement
R-MMU-977068	Termination of O-glycan biosynthesis
R-MMU-5656169	Termination of translesion DNA synthesis
R-MMU-1474151	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation
R-MMU-844615	The AIM2 inflammasome
R-MMU-844455	The NLRP1 inflammasome
R-MMU-844456	The NLRP3 inflammasome
R-MMU-1663150	The activation of arylsulfatases
R-MMU-2453902	The canonical retinoid cycle in rods (twilight vision)
R-MMU-1428517	The citric acid (TCA) cycle and respiratory electron transport
R-MMU-167826	The fatty acid cycling model
R-MMU-2514856	The phototransduction cascade
R-MMU-167827	The proton buffering model
R-MMU-2187335	The retinoid cycle in cones (daylight vision)
R-MMU-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint
R-MMU-8849175	Threonine catabolism
R-MMU-456926	Thrombin signalling through proteinase activated receptors (PARs)
R-MMU-428930	Thromboxane signalling through TP receptor
R-MMU-209968	Thyroxine biosynthesis
R-MMU-210993	Tie2 Signaling
R-MMU-420029	Tight junction interactions
R-MMU-168142	Toll Like Receptor 10 (TLR10) Cascade
R-MMU-181438	Toll Like Receptor 2 (TLR2) Cascade
R-MMU-168164	Toll Like Receptor 3 (TLR3) Cascade
R-MMU-166016	Toll Like Receptor 4 (TLR4) Cascade
R-MMU-168176	Toll Like Receptor 5 (TLR5) Cascade
R-MMU-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade
R-MMU-168138	Toll Like Receptor 9 (TLR9) Cascade
R-MMU-168179	Toll Like Receptor TLR1:TLR2 Cascade
R-MMU-168188	Toll Like Receptor TLR6:TLR2 Cascade
R-MMU-168898	Toll-like Receptor Cascades
R-MMU-1679131	Trafficking and processing of endosomal TLR
R-MMU-399719	Trafficking of AMPA receptors
R-MMU-416993	Trafficking of GluR2-containing AMPA receptors
R-MMU-5624138	Trafficking of myristoylated proteins to the cilium
R-MMU-75944	Transcription from mitochondrial promoters
R-MMU-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)
R-MMU-69895	Transcriptional  activation of  cell cycle inhibitor p21 
R-MMU-8953750	Transcriptional Regulation by E2F6
R-MMU-8986944	Transcriptional Regulation by MECP2
R-MMU-3700989	Transcriptional Regulation by TP53
R-MMU-8853884	Transcriptional Regulation by VENTX
R-MMU-2151201	Transcriptional activation of mitochondrial biogenesis
R-MMU-69560	Transcriptional activation of p53 responsive genes  
R-MMU-2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
R-MMU-8878171	Transcriptional regulation by RUNX1
R-MMU-8878166	Transcriptional regulation by RUNX2
R-MMU-8878159	Transcriptional regulation by RUNX3
R-MMU-5578749	Transcriptional regulation by small RNAs
R-MMU-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors
R-MMU-9616222	Transcriptional regulation of granulopoiesis
R-MMU-381340	Transcriptional regulation of white adipocyte differentiation
R-MMU-166020	Transfer of LPS from LBP carrier to CD14
R-MMU-917977	Transferrin endocytosis and recycling
R-MMU-72766	Translation
R-MMU-72649	Translation initiation complex formation
R-MMU-110320	Translesion Synthesis by POLH
R-MMU-5656121	Translesion synthesis by POLI
R-MMU-5655862	Translesion synthesis by POLK
R-MMU-110312	Translesion synthesis by REV1
R-MMU-110313	Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template
R-MMU-202430	Translocation of ZAP-70 to Immunological synapse
R-MMU-112315	Transmission across Chemical Synapses
R-MMU-112307	Transmission across Electrical Synapses 
R-MMU-174362	Transport and synthesis of PAPS
R-MMU-72202	Transport of Mature Transcript to Cytoplasm
R-MMU-159231	Transport of Mature mRNA Derived from an Intronless Transcript
R-MMU-159236	Transport of Mature mRNA derived from an Intron-Containing Transcript
R-MMU-159234	Transport of Mature mRNAs Derived from Intronless Transcripts
R-MMU-425366	Transport of bile salts and organic acids, metal ions and amine compounds
R-MMU-190872	Transport of connexons to the plasma membrane
R-MMU-804914	Transport of fatty acids
R-MMU-159763	Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus
R-MMU-432030	Transport of glycerol from adipocytes to the liver by Aquaporins
R-MMU-425393	Transport of inorganic cations/anions and amino acids/oligopeptides
R-MMU-83936	Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane
R-MMU-727802	Transport of nucleotide sugars
R-MMU-879518	Transport of organic anions
R-MMU-382551	Transport of small molecules
R-MMU-159230	Transport of the SLBP Dependant Mature mRNA
R-MMU-159227	Transport of the SLBP independent Mature mRNA
R-MMU-425397	Transport of vitamins, nucleosides, and related molecules
R-MMU-948021	Transport to the Golgi and subsequent modification
R-MMU-75109	Triglyceride biosynthesis
R-MMU-163560	Triglyceride catabolism
R-MMU-8979227	Triglyceride metabolism
R-MMU-450513	Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA
R-MMU-71240	Tryptophan catabolism
R-MMU-446107	Type I hemidesmosome assembly
R-MMU-427589	Type II Na+/Pi cotransporters
R-MMU-8963684	Tyrosine catabolism
R-MMU-5689603	UCH proteinases
R-MMU-5689880	Ub-specific processing proteases
R-MMU-2142789	Ubiquinol biosynthesis
R-MMU-69601	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A
R-MMU-75815	Ubiquitin-dependent degradation of Cyclin D
R-MMU-438066	Unblocking of NMDA receptors, glutamate binding and activation
R-MMU-381119	Unfolded Protein Response (UPR)
R-MMU-176974	Unwinding of DNA
R-MMU-70635	Urea cycle
R-MMU-77108	Utilization of Ketone Bodies
R-MMU-195399	VEGF binds to VEGFR leading to receptor dimerization
R-MMU-194313	VEGF ligand-receptor interactions
R-MMU-4420097	VEGFA-VEGFR2 Pathway
R-MMU-5218921	VEGFR2 mediated cell proliferation
R-MMU-5218920	VEGFR2 mediated vascular permeability
R-MMU-8866423	VLDL assembly
R-MMU-8964046	VLDL clearance
R-MMU-8866427	VLDLR internalisation and degradation
R-MMU-432040	Vasopressin regulates renal water homeostasis via Aquaporins
R-MMU-388479	Vasopressin-like receptors
R-MMU-5653656	Vesicle-mediated transport
R-MMU-2187338	Visual phototransduction
R-MMU-196819	Vitamin B1 (thiamin) metabolism
R-MMU-196843	Vitamin B2 (riboflavin) metabolism
