KEGG	OTHERID	OTHERTYPE
C02335	439708	PUBCHEM_CID
C02335	15507	CHEBI
C02335	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCN)O	SMILES
C05983	HMDB0006806	HMDB
C05983	Propinol adenylate	NAME
C05983	440863	PUBCHEM_CID
C05983	62415	CHEBI
C05983	CCC(=O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O	SMILES
C05668	HMDB0006807	HMDB
C05668	3-Hydroxypropionyl-CoA	NAME
C05668	440753	PUBCHEM_CID
C05668	27762	CHEBI
C05668	6497	METLIN
C05668	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCO)O	SMILES
C05841	HMDB0006809	HMDB
C05841	Nicotinate D-ribonucleoside	NAME
C05841	161234	PUBCHEM_CID
C05841	27748	CHEBI
C05841	C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)O	SMILES
C04006	HMDB0006814	HMDB
C04006	1D-myo-Inositol 3-phosphate	NAME
C04006	440194	PUBCHEM_CID
C04006	[C@H]1([C@@H](C([C@H]([C@@H](C1O)O)O)OP(=O)(O)O)O)O	SMILES
C13425	HMDB0006816	HMDB
C13425	3-Hexaprenyl-4-hydroxybenzoic acid	NAME
C13425	11954011	PUBCHEM_CID
C13425	31116	CHEBI
C13425	CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC1=C(C=CC(=C1)C(=O)O)O)/C)/C)/C)/C)/C)C	SMILES
C05802	HMDB0006817	HMDB
C05802	2-Hexaprenyl-6-methoxyphenol	NAME
C05802	5280825	PUBCHEM_CID
C05802	1109	CHEBI
C05802	CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC1=C(C(=CC=C1)OC)O)/C)/C)/C)/C)/C)C	SMILES
C05803	HMDB0006818	HMDB
C05803	2-Hexaprenyl-6-methoxy-1,4-benzoquinone	NAME
C05803	5280826	PUBCHEM_CID
C05803	27752	CHEBI
C05803	CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC1=CC(=O)C=C(C1=O)OC)/C)/C)/C)/C)/C)C	SMILES
C05804	HMDB0006819	HMDB
C05804	2-Hexaprenyl-3-methyl-6-methoxy-1,4 benzoquinone	NAME
C05804	5280827	PUBCHEM_CID
C05804	28711	CHEBI
C05804	CC1=C(C(=O)C(=CC1=O)OC)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C	SMILES
C05805	HMDB0006820	HMDB
C05805	2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone	NAME
C05805	5280828	PUBCHEM_CID
C05805	CC1=C(C(=C(C(=O)C1=O)OC)O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C	SMILES
C05923	HMDB0006821	HMDB
C05923	2,5-Diaminopyrimidine nucleoside triphosphate 	NAME
C05923	440841	PUBCHEM_CID
C05923	929	CHEBI
C05923	C([C@@H]1[C@H]([C@H]([C@@H](O1)NC2=C(C(=O)N=C(N2)N)N)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O	SMILES
C05922	HMDB0006822	HMDB
C05922	Formamidopyrimidine nucleoside triphosphate	NAME
C05922	440840	PUBCHEM_CID
C05922	58104	CHEBI
C05922	C([C@@H]1[C@H]([C@H]([C@@H](O1)NC2=C(C(=O)N=C(N2)N)NC=O)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O	SMILES
C06148	HMDB0006823	HMDB
C06148	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	NAME
C06148	440923	PUBCHEM_CID
C06148	C(C(C(C(=O)CNC1=C(C(=O)N=C(N1)N)N)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O	SMILES
C05925	HMDB0006824	HMDB
C05925	Dihydroneopterin phosphate	NAME
C05925	24771767	PUBCHEM_CID
C05925	48954	CHEBI
C05925	C1C(=NC2=C(N1)NC(=NC2=O)N)[C@@H]([C@@H](COP(=O)(O)O)O)O	SMILES
C03541	HMDB0006825	HMDB
C03541	Tetrahydrofolyl-[Glu](2)	NAME
C03541	442163	PUBCHEM_CID
C03541	28624	CHEBI
C03541	C1C(NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O	SMILES
C03541	HMDB0006826	HMDB
C03541	Tetrahydrofolyl-[Glu](n)	NAME
C03541	45479706	PUBCHEM_CID
C03541	27650	CHEBI
C03541	C1C(NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)C(=O)O	SMILES
C05543⇥	HMDB0006831	HMDB
C05543⇥	3-Dehydroxycarnitine	NAME
C05543⇥	725	PUBCHEM_CID
C05543⇥	16244	CHEBI
C05543⇥	C[N+](C)(C)CCCC(=O)[O-]	SMILES
C06157	HMDB0006832	HMDB
C06157	S-Glutaryldihydrolipoamide	NAME
C06157	11953879	PUBCHEM_CID
C06157	28391	CHEBI
C06157	C(CCC(=O)N)CC(CCSC(=O)CCCC(=O)O)S	SMILES
C00900	HMDB0006833	HMDB
C00900	2-Acetolactate	NAME
C00900	22	PUBCHEM_CID
C00900	16444	CHEBI
C00900	CC(=O)C(C)(C(=O)O)O	SMILES
C04079	HMDB0006834	HMDB
C04079	D-Pantothenoyl-L-cysteine	NAME
C04079	440217	PUBCHEM_CID
C04079	18416	CHEBI
C04079	CC(C)(CO)[C@H](C(=O)NCCC(=O)N[C@@H](CS)C(=O)O)O	SMILES
C06083	HMDB0006836	HMDB
C06083	Tetrahymanol	NAME
C06083	168951	PUBCHEM_CID
C06083	9493	CHEBI
C06083	C[C@]12CCCC([C@@H]1CC[C@@]3([C@@H]2CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)C)(C)C	SMILES
C15816	HMDB0006838	HMDB
C15816	3-Keto-4-methylzymosterol	NAME
C15816	53477900	PUBCHEM_CID
C15816	505093	CHEBI
C15816	CC1C2CCC3=C([C@]2(CCC1=O)C)CC[C@]4(C3CCC4[C@H](C)CCC=C(C)C)C	SMILES
C05109	HMDB0006839	HMDB
C05109	24,25-Dihydrolanosterol	NAME
C05109	440560	PUBCHEM_CID
C05109	28113	CHEBI
C05109	C[C@H](CCCC(C)C)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C	SMILES
C15915	HMDB0006840	HMDB
C15915	4,4-Dimethyl-5a-cholesta-8-en-3b-ol	NAME
C15915	23724604	PUBCHEM_CID
C15915	C[C@H](CCCC(C)C)[C@H]1CCC2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C	SMILES
C03845	HMDB0006841	HMDB
C03845	5a-Cholest-8-en-3b-ol	NAME
C03845	101770	PUBCHEM_CID
C03845	16608	CHEBI
C03845	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C	SMILES
C05439	HMDB0006842	HMDB
C05439	5a-Cholesta-7,24-dien-3b-ol	NAME
C05439	440670	PUBCHEM_CID
C05439	16290	CHEBI
C05439	5928	METLIN
C05439	C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C	SMILES
C15776	HMDB0006845	HMDB
C15776	4a-Methylfecosterol	NAME
C15776	193524	PUBCHEM_CID
C15776	C[C@H]1[C@@H]2CCC3=C([C@]2(CC[C@@H]1O)C)CC[C@]4([C@H]3CC[C@@H]4[C@H](C)CCC(=C)C(C)C)C	SMILES
C11522	HMDB0006846	HMDB
C11522	24-Methylenelophenol	NAME
C11522	5283640	PUBCHEM_CID
C11522	29107	CHEBI
C11522	C[C@@H]1[C@H](CC[C@]2([C@H]1CC=C3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4[C@H](C)CCC(=C)C(C)C)C)C)O	SMILES
C15777	HMDB0006847	HMDB
C15777	Episterol	NAME
C15777	23724571	PUBCHEM_CID
C15777	50586	CHEBI
C15777	C[C@H](CCC(=C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C	SMILES
C15780	HMDB0006848	HMDB
C15780	5-Dehydroepisterol	NAME
C15780	10894570	PUBCHEM_CID
C15780	52972	CHEBI
C15780	C[C@H](CCC(=C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C	SMILES
C15781	HMDB0006849	HMDB
C15781	24-Methylenecholesterol	NAME
C15781	53477901	PUBCHEM_CID
C15781	19812	CHEBI
C15781	C[C@@H](CCC(=C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2CC=C4[C@@]3(CC[C@@H](C4)O)C)C	SMILES
C15782	HMDB0006851	HMDB
C15782	Delta7-Avenasterol	NAME
C15782	12795736	PUBCHEM_CID
C15782	C/C=C(/CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C)\C(C)C	SMILES
C15783	HMDB0006852	HMDB
C15783	5-Dehydroavenasterol	NAME
C15783	23724575	PUBCHEM_CID
C15783	C/C=C(/CC[C@@H](C)C1CCC2[C@@]1(CCC3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C)\C(C)C	SMILES
C06145	HMDB0006853	HMDB
C06145	3-Butyn-1-al	NAME
C06145	142966	PUBCHEM_CID
C06145	28180	CHEBI
C06145	C#CCC=O	SMILES
C06010	HMDB0006855	HMDB
C06010	(S)-2-Acetolactate	NAME
C06010	440878	PUBCHEM_CID
C06010	18409	CHEBI
C06010	CC(=O)[C@@](C)(C(=O)O)O	SMILES
C00721	HMDB0006857	HMDB
C00721	Dextrin	NAME
C00721	62698	PUBCHEM_CID
C00721	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O	SMILES
C15974	HMDB0006865	HMDB
C15974	3-Methyl-1-hydroxybutyl-ThPP	NAME
C15974	23724625	PUBCHEM_CID
C15974	CC1=C(SC(=[N+]1CC2=CN=C(N=C2N)C)C(CC(C)C)O)CCOP(=O)(O)OP(=O)(O)O	SMILES
C15976	HMDB0006866	HMDB
C15976	2-Methyl-1-hydroxypropyl-ThPP	NAME
C15976	23724626	PUBCHEM_CID
C15976	48522	CHEBI
C15976	CC1=C(SC(=[N+]1CC2=CN=C(N=C2N)C)C(C(C)C)O)CCOP(=O)(O)OP(=O)(O)O	SMILES
C05119	HMDB0006867	HMDB
C05119	S-(3-Methylbutanoyl)-dihydrolipoamide-E	NAME
C05119	440566	PUBCHEM_CID
C05119	27462	CHEBI
C05119	CC(C)CC(=O)SCCC(CCCCC(=O)N)S	SMILES
C04424	HMDB0006868	HMDB
C04424	S-(2-Methylpropionyl)-dihydrolipoamide-E	NAME
C04424	11953835	PUBCHEM_CID
C04424	17577	CHEBI
C04424	CC(C)C(=O)SCCC(CCCCC(=O)N)S	SMILES
C05118	HMDB0006869	HMDB
C05118	S-(2-Methylbutanoyl)-dihydrolipoamide	NAME
C05118	440565	PUBCHEM_CID
C05118	28692	CHEBI
C05118	CCC(C)C(=O)SCCC(CCCCC(=O)N)S	SMILES
C05998	HMDB0006870	HMDB
C05998	3-Hydroxyisovaleryl-CoA	NAME
C05998	11953876	PUBCHEM_CID
C05998	28291	CHEBI
C05998	CC(C)(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	SMILES
C03785	HMDB0006872	HMDB
C03785	D-Tagatose 1,6-bisphosphate	NAME
C03785	440117	PUBCHEM_CID
C03785	4250	CHEBI
C03785	C([C@@H]1[C@@H]([C@@H](C(O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O	SMILES
C01097	HMDB0006873	HMDB
C01097	D-Tagatose 6-phosphate	NAME
C01097	439396	PUBCHEM_CID
C01097	4251	CHEBI
C01097	C([C@@H]1[C@@H]([C@@H](C(O1)(CO)O)O)O)OP(=O)(O)O	SMILES
C03564	HMDB0006875	HMDB
C03564	1-Pyrroline-2-carboxylic acid	NAME
C03564	440046	PUBCHEM_CID
C03564	36761	CHEBI
C03564	C1CC(=NC1)C(=O)O	SMILES
C02097	HMDB0006876	HMDB
C02097	dTDP-D-galactose	NAME
C02097	439651	PUBCHEM_CID
C02097	14086	CHEBI
C02097	CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O	SMILES
C16255	HMDB0006878	HMDB
C16255	S-Acetyldihydrolipoamide-E	NAME
C16255	24906332	PUBCHEM_CID
C16255	50623	CHEBI
C16255	CC(=O)SCCC(CCCCC(=O)N)S	SMILES
C05993	HMDB0006880	HMDB
C05993	Acetyl adenylate	NAME
C05993	440867	PUBCHEM_CID
C05993	37666	CHEBI
C05993	CC(=O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O	SMILES
C05458	HMDB0006886	HMDB
C05458	7a,12a-Dihydroxy-5a-cholestan-3-one	NAME
C05458	53477902	PUBCHEM_CID
C05458	CC(C)CCCC(C)C1CC[C@@H]2[C@@]1(C(C[C@H]3C2[C@@H](CC4[C@@]3(CCC(=O)C4)C)O)O)C	SMILES
C05453	HMDB0006887	HMDB
C05453	7a,12a-Dihydroxy-5b-cholestan-3-one	NAME
C05453	53477903	PUBCHEM_CID
C05453	2288	CHEBI
C05453	CC(C)CCCC(C)C1CC[C@H]2[C@@]1(C(C[C@H]3C2[C@@H](CC4[C@@]3(CCC(=O)C4)C)O)O)C	SMILES
C05468	HMDB0006888	HMDB
C05468	5b-Cyprinol sulfate	NAME
C05468	53477904	PUBCHEM_CID
C05468	2149	CHEBI
C05468	CC(CCCC(CO)COS(=O)(=O)O)C1CCC2[C@@]1([C@@H](CC3C2[C@@H](CC4[C@@]3(CC[C@H](C4)O)C)O)O)C	SMILES
C05460	HMDB0006889	HMDB
C05460	3a,7a,12a-Trihydroxy-5b-cholest-24-enoyl-CoA	NAME
C05460	5280797	PUBCHEM_CID
C05460	27505	CHEBI
C05460	CC(CC/C=C(\C)/C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)C4CCC5C4([C@H](CC6C5[C@@H](C[C@H]7C6(CC[C@H](C7)O)C)O)O)C	SMILES
C05450	HMDB0006890	HMDB
C05450	3a,7a,12a,24-Tetrahydroxy-5b-cholestanoyl-CoA	NAME
C05450	440677	PUBCHEM_CID
C05450	27458	CHEBI
C05450	CC(CCC(C(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O)C4CCC5C4([C@H](CC6C5[C@@H](C[C@H]7C6(CC[C@H](C7)O)C)O)O)C	SMILES
C05467	HMDB0006891	HMDB
C05467	3a,7a,12a-Trihydroxy-5b-24-oxocholestanoyl-CoA	NAME
C05467	440690	PUBCHEM_CID
C05467	27379	CHEBI
C05467	CC(CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)C4CC[C@@H]5C4([C@H](C[C@H]6C5[C@@H](C[C@H]7C6(CC[C@H](C7)O)C)O)O)C	SMILES
C05451	HMDB0006892	HMDB
C05451	7a-Hydroxy-5b-cholestan-3-one	NAME
C05451	53477905	PUBCHEM_CID
C05451	2290	CHEBI
C05451	CC(C)CCCC(C)C1CCC2[C@@]1(CCC3C2[C@H](CC4[C@@]3(CCC(=O)C4)C)O)C	SMILES
C05452	HMDB0006893	HMDB
C05452	3a,7a-Dihydroxy-5b-cholestane	NAME
C05452	3080603	PUBCHEM_CID
C05452	28047	CHEBI
C05452	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	SMILES
C05445	HMDB0006894	HMDB
C05445	3a,7a-Dihydroxy-5b-cholestan-26-al	NAME
C05445	53477906	PUBCHEM_CID
C05445	27428	CHEBI
C05445	CC(CCCC(C)C1CCC2[C@@]1(CCC3C2[C@@H](CC4[C@@]3(CC[C@H](C4)O)C)O)C)C=O	SMILES
C05447	HMDB0006895	HMDB
C05447	3a,7a-Dihydroxy-5b-cholest-24-enoyl-CoA	NAME
C05447	5280796	PUBCHEM_CID
C05447	27393	CHEBI
C05447	CC(CC/C=C(\C)/C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)C4CCC5[C@@]4(CCC6C5[C@@H](C[C@H]7[C@@]6(CC[C@H](C7)O)C)O)C	SMILES
C05449	HMDB0006896	HMDB
C05449	3a,7a-Dihydroxy-5b-24-oxocholestanoyl-CoA	NAME
C05449	440676	PUBCHEM_CID
C05449	28533	CHEBI
C05449	CC(CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)C4CCC5[C@@]4(CCC6C5[C@@H](C[C@H]7[C@@]6(CC[C@H](C7)O)C)O)C	SMILES
C05462	HMDB0006898	HMDB
C05462	Chenodeoxyglycocholic acid	NAME
C05462	53477907	PUBCHEM_CID
C05462	CC(CCC(=O)NCC(=O)O)C1CCC2[C@@]1(CCC3C2[C@@H](CC4[C@@]3(CC[C@H](C4)O)C)O)C	SMILES
C06006	HMDB0006900	HMDB
C06006	(S)-2-Aceto-2-hydroxybutanoic acid	NAME
C06006	440875	PUBCHEM_CID
C06006	27681	CHEBI
C06006	CC[C@](C(=O)C)(C(=O)O)O	SMILES
C15670	HMDB0006901	HMDB
C15670	Heme A	NAME
C15670	CC(C)=CCC\C(C)=C\CC\C(C)=C\CCC(O)C1=C2C=C3C(C)=C(C=C)C4=[N]3[Fe++]35N6C(=C4)C(C)=C(CCC(O)=O)C6=CC4=[N]3C(=CC(N25)=C1C)C(C=O)=C4CCC(O)=O	SMILES
C05774	HMDB0006902	HMDB
C05774	Cobinamide	NAME
C05774	11528127	PUBCHEM_CID
C05774	28956	CHEBI
C05774	C/C/1=C/2\[C@@]([C@@H](C(=N2)/C=C\3/C([C@@H](C(=N3)/C(=C\4/[C@]([C@H]([C@@H]([N-]4)[C@]5([C@@]([C@@H](C1=N5)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)(C)CCC(=O)NC[C@@H](C)O)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N.[Co+3]	SMILES
C06508	HMDB0006903	HMDB
C06508	Adenosyl cobinamide	NAME
C06508	2480	CHEBI
C06508	C[C@@H](O)CNC(=O)CC[C@]1(C)[C@@H](CC(=O)N)[C@@]2([H])N([Co++]CC3OC(C(O)C3O)N3C=NC4=C3N=CN=C4N)\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)\[C@@](C)(CC(=O)N)[C@@H]3CCC(=O)N)/C(C)(C)[C@@H]1CCC(=O)N	SMILES
C06505	HMDB0006904	HMDB
C06505	Cob(I)yrinate a,c diamide	NAME
C06505	28531	CHEBI
C06505	[Co]N1\C2=C(C)/C3=N/C(=C\C4=N\C(=C(C)/C5=NC([C@H](CC(O)=O)[C@@]5(C)CCC(O)=O)[C@@]1(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(O)=O)\[C@@H](CCC(O)=O)C4(C)C)/[C@@H](CCC(O)=O)[C@]3(C)CC(N)=O	SMILES
C05350	HMDB0006915	HMDB
C05350	2-Hydroxy-3-(4-hydroxyphenyl)propenoic acid	NAME
C05350	636708	PUBCHEM_CID
C05350	27683	CHEBI
C05350	C1=CC(=CC=C1/C=C(/C(=O)O)\O)O	SMILES
C05202	HMDB0006921	HMDB
C05202	(S)-3-Hydroxy-N-methylcoclaurine	NAME
C05202	440591	PUBCHEM_CID
C05202	17079	CHEBI
C05202	CN1CCC2=CC(=C(C=C2[C@@H]1CC3=CC(=C(C=C3)O)O)O)OC	SMILES
C15808	HMDB0006927	HMDB
C15808	4a-Methylzymosterol-4-carboxylic acid	NAME
C15808	53477909	PUBCHEM_CID
C15808	C[C@@H](CCC=C(C)C)C1CCC2[C@@]1(CCC3=C2CCC4[C@@]3(CC[C@@H]([C@@]4(C)C(=O)O)O)C)C	SMILES
C11508	HMDB0006928	HMDB
C11508	Delta 8,14 -Sterol	NAME
C11508	443237	PUBCHEM_CID
C11508	30109	CHEBI
C11508	C[C@H]1[C@@H]2CCC3=C([C@]2(CC[C@@H]1O)C)CC[C@]4(C3=CC[C@@H]4[C@H](C)CCC(=C)C(C)C)C	SMILES
C01146	HMDB0006938	HMDB
C01146	Tartronate semialdehyde	NAME
C01146	1122	PUBCHEM_CID
C01146	16992	CHEBI
C01146	C(=O)C(C(=O)O)O	SMILES
C14827	HMDB0006940	HMDB
C14827	9(S)-HPODE	NAME
C14827	6439847	PUBCHEM_CID
C14827	CCCCC/C=C\C=C\C(CCCCCCCC(=O)O)OO	SMILES
C05560	HMDB0006941	HMDB
C05560	L-2-Aminoadipate adenylate	NAME
C05560	53477910	PUBCHEM_CID
C05560	C1=NC2=C(C(=N1)N)N=CN2C3[C@@H]([C@@H](C(O3)COP(=O)(O)OC(=O)CCC[C@@H](C(=O)O)N)O)O	SMILES
C00760	HMDB0006944	HMDB
C00760	1,4-beta-D-Glucan	NAME
C00760	53477911	PUBCHEM_CID
C00760	C([C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)O[C@]2([C@@H](O[C@@H]([C@H]([C@@H]2O)O)O[C@]3([C@@H](O[C@@H]([C@H]([C@@H]3O)O)O)CO)O)CO)O)O)O)O)O	SMILES
C01194	HMDB0006953	HMDB
C01194	1-Phosphatidyl-D-myo-inositol	NAME
C01194	53477912	PUBCHEM_CID
C01194	16749	CHEBI
C01194	C(C(COP(=O)(O)OC1[C@@H]([C@H](C(C([C@@H]1O)O)O)O)O)OC=O)OC=O	SMILES
C06050	HMDB0006954	HMDB
C06050	2-Methyl-3-hydroxy-5-formylpyridine-4-carboxylate	NAME
C06050	440898	PUBCHEM_CID
C06050	CC1=NC=C(C(=C1O)C(=O)O)C=O	SMILES
C04604	HMDB0006955	HMDB
C04604	3-Hydroxy-2-methylpyridine-4,5-dicarboxylate	NAME
C04604	440403	PUBCHEM_CID
C04604	17978	CHEBI
C04604	CC1=NC=C(C(=C1O)C(=O)O)C(=O)O	SMILES
C05235	HMDB0006961	HMDB
C05235	Hydroxyacetone	NAME
C05235	8299	PUBCHEM_CID
C05235	27957	CHEBI
C05235	CC(=O)CO	SMILES
C16667	HMDB0007008	HMDB
C16667	DG(14:0/14:0/0:0)	NAME
C16667	10369168	PUBCHEM_CID
C16667	CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCC	SMILES
C00165	HMDB0007098	HMDB
C00165	DG(16:0/16:0/0:0)	NAME
C00165	644078	PUBCHEM_CID
C00165	237189	CHEBI
C00165	4255	METLIN
C00165	CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCC	SMILES
C00165	HMDB0007099	HMDB
C00165	DG(16:0/16:1(9Z)/0:0)	NAME
C00165	9543678	PUBCHEM_CID
C00165	4264	METLIN
C00165	CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCC	SMILES
C00165	HMDB0007100	HMDB
C00165	DG(16:0/18:0/0:0)	NAME
C00165	9543688	PUBCHEM_CID
C00165	4274	METLIN
C00165	CCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCC	SMILES
C00165	HMDB0007101	HMDB
C00165	DG(16:0/18:1(11Z)/0:0)	NAME
C00165	9543972	PUBCHEM_CID
C00165	4682	METLIN
C00165	CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC	SMILES
C13861	HMDB0007102	HMDB
C13861	DG(16:0/18:1(9Z)/0:0)	NAME
C13861	5282283	PUBCHEM_CID
C13861	4260	METLIN
C13861	CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC	SMILES
C00165	HMDB0007103	HMDB
C00165	DG(16:0/18:2(9Z,12Z)/0:0)	NAME
C00165	9543695	PUBCHEM_CID
C00165	CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	SMILES
C00165	HMDB0007107	HMDB
C00165	DG(16:0/20:0/0:0)	NAME
C00165	9543710	PUBCHEM_CID
C00165	4348	METLIN
C00165	CCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCC	SMILES
C00165	HMDB0007108	HMDB
C00165	DG(16:0/20:1(11Z)/0:0)	NAME
C00165	9543715	PUBCHEM_CID
C00165	4354	METLIN
C00165	CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCCCC	SMILES
C00165	HMDB0007112	HMDB
C00165	DG(16:0/20:4(5Z,8Z,11Z,14Z)/0:0)	NAME
C00165	9543736	PUBCHEM_CID
C00165	CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	SMILES
C00165	HMDB0007128	HMDB
C00165	DG(16:1(9Z)/16:1(9Z)/0:0)	NAME
C00165	9543679	PUBCHEM_CID
C00165	4265	METLIN
C00165	CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCC	SMILES
C00165	HMDB0007129	HMDB
C00165	DG(16:1(9Z)/18:0/0:0)	NAME
C00165	9543691	PUBCHEM_CID
C00165	4278	METLIN
